text_asli,removed_noise,removed_alay,removed_stopwords
"rt @detikcom: huahh... badan pegal-pegal pasti banyak dirasakan ketika work from home (wfh). untuk membuat otot tubuh menjadi rileks, atasi…","huahh... badan pegal-pegal pasti banyak dirasakan ketika (wfh). untuk membuat otot tubuh menjadi rileks, atasi…","huahh... badan pegal-pegal pasti banyak dirasakan ketika (wfh). untuk membuat otot tubuh menjadi rileks, atasi…","huahh ... badan pegal - pegal dirasakan ( wfh ) . otot tubuh rileks , atasi …"
work from home asn pemprov sumsel diperpanjang hingga 21 april https://t.co/enpn7ro1y1 https://t.co/vycaaq0y0g,asn pemprov sumsel diperpanjang hingga 21 april,asn pemprov sumsel diperpanjang hingga 21 april,asn pemprov sumsel diperpanjang 21 april
"memang ramai nak lockdown jadi. bukan pasal support saranan k'jaan pun, tapi pasal nanti takyah gi ofis kerija. orang lain boleh work from home, dia kena pergi kerja plak. tak aci la kaaan. https://t.co/auemuqxdtt","memang ramai nak jadi. bukan pasal support saranan k'jaan pun, tapi pasal nanti takyah gi ofis kerija. orang lain boleh home, dia kena pergi kerja plak. tak aci la kaaan.","memang ramai nak jadi. bukan pasal support saranan k'jaan pun, tapi pasal nanti takyah gi ofis kerija. orang lain boleh home, dia kena pergi kerja plak. tak aci lah kaaan.","ramai . pasal support saranan k'jaan , pasal takyah gi ofis kerija . orang , kena pergi kerja plak . aci kaaan ."
work from home bikin gw ga tau kalo hari ini tanggal merah. -__-,bikin gw ga tau kalo hari ini tanggal merah. -__-,bikin gue enggak tau kalo hari ini tanggal merah. -__-,bikin tau tanggal merah . -__-
"ketika orang2 bilang udah bingung mau rebahan posisi apalagi.
cuma gue kah yang bener2 menikmati rebahan akibat work from home ini?:”)","ketika orang2 bilang udah bingung mau rebahan posisi apalagi.
cuma gue kah yang bener2 menikmati rebahan akibat ini?:”)","ketika orang-orang bilang sudah bingung mau rebahan posisi apalagi.
cuma gue kah yang benar-benar menikmati rebahan akibat ini?:”)","orang-orang bilang bingung rebahan posisi . 
 kah benar-benar menikmati rebahan akibat ? : ” )"
"huahh... badan pegal-pegal pasti banyak dirasakan ketika work from home (wfh). untuk membuat otot tubuh menjadi rileks, atasi dengan mengonsumsi buah-buahan ini yuk! #obatpegal #buah

via @detikfood https://t.co/iv07kijlhz","huahh... badan pegal-pegal pasti banyak dirasakan ketika (wfh). untuk membuat otot tubuh menjadi rileks, atasi dengan mengonsumsi buah-buahan ini yuk! #obatpegal #buah

via","huahh... badan pegal-pegal pasti banyak dirasakan ketika (wfh). untuk membuat otot tubuh menjadi rileks, atasi dengan mengonsumsi buah-buahan ini yuk! #obatpegal #buah

via","huahh ... badan pegal - pegal dirasakan ( wfh ) . otot tubuh rileks , atasi mengonsumsi buah-buahan ! #obatpegal #buah 

 via"
"rt @telkomindonesia: penyebaran virus covid-19 yang begitu cepat, membuat pemerintah mengeluarkan kebijakan work from home (wfh) atau beker…","penyebaran virus covid-19 yang begitu cepat, membuat pemerintah mengeluarkan kebijakan (wfh) atau beker…","penyebaran virus covid-19 yang begitu cepat, membuat pemerintah mengeluarkan kebijakan (wfh) atau beker…","penyebaran virus covid - 19 cepat , pemerintah mengeluarkan kebijakan ( wfh ) beker …"
"rt @telkomindonesia: bagi sobat telkom yang work from home berjualan online shop, kamu bisa gunakan order management mobile application unt…","bagi sobat telkom yang berjualan online shop, kamu bisa gunakan order management mobile application unt…","bagi sobat telkom yang berjualan online shop, kamu bisa gunakan order management mobile application unt…","sobat telkom berjualan online shop , order management mobile application unt …"
"implementasi work from home, menggunakan beberapa aplikasi &amp; tools kolaborasi (install sendiri dan sudah tersedia oleh penyedia)","implementasi home, menggunakan beberapa aplikasi &amp; tools kolaborasi (install sendiri dan sudah tersedia oleh penyedia)","implementasi home, menggunakan beberapa aplikasi &amp; tools kolaborasi (install sendiri dan sudah tersedia oleh penyedia)","implementasi , aplikasi & amp ; tools kolaborasi ( install tersedia penyedia )"
"work from home (wfh) method, namun masih ada yang harus dilakukan dari kantor (tetap jaga jarak, pakai master, dan cuci tangan)","(wfh) method, namun masih ada yang harus dilakukan dari kantor (tetap jaga jarak, pakai master, dan cuci tangan)","(wfh) method, namun masih ada yang harus dilakukan dari kantor (tetap jaga jarak, pakai master, dan cuci tangan)","( wfh ) method , kantor ( jaga jarak , pakai master , cuci tangan )"
"kemarin kita wfo (work from home)
.
.
alhasil kantor sepi... wkwkwkw https://t.co/4etazo56gu","kemarin kita wfo (work home)
.
.
alhasil kantor sepi... wkwkwkw","kemarin kita wfo (work home)
.
.
alhasil kantor sepi... wkwkwkw","kemarin wfo ( ) 
 . 
 . 
 alhasil kantor sepi ... wkwkwkw"
"rt @angelo_mikha: https://t.co/yquepef7m2

#mikhamusic : quarantine edition

yuk work from home sambil dengerin, udah ku coba pas-in😆 https…",": quarantine edition

yuk sambil dengerin, udah ku coba pas-in😆",": quarantine edition

yuk sambil dengerin, sudah ku coba pas-in😆",": quarantine edition 

 dengerin , ku coba pas - in 😆"
"rt @senjaxoxo: daftar pustaka check.. boleh juga 😊 
yg work from home yg #dirumahaja yg #stayathome semangat semuanya 😊 https://t.co/qyeqj6…",daftar pustaka check.. boleh juga 😊 yg yg #dirumahaja yg #stayathome semangat semuanya 😊,daftar pustaka check.. boleh juga 😊 yang yang #dirumahaja yang #stayathome semangat semuanya 😊,daftar pustaka check .. 😊 #dirumahaja #stayathome semangat 😊
"work from home, grup keluarga besar aku kreatip juga. siang maen tebak2 an, malemnya tuguran bareng + doa rosario via zoom. keysip 👌🏻","home, grup keluarga besar aku kreatip juga. siang maen tebak2 an, malemnya tuguran bareng + doa rosario via zoom. keysip 👌🏻","home, grup keluarga besar aku kreatip juga. siang main tebak2 an, malemnya tuguran bareng + doa rosario via zoom. keysip 👌🏻",", grup keluarga kreatip . siang main tebak2 an , malemnya tuguran bareng + doa rosario via zoom . keysip 👌 🏻"
"rt @detikcom: ketika rutinitas normal tidak lagi sama selama work from home, asupan nutrisi harian harus tetap dijaga. ikuti 5 tips berikut…","ketika rutinitas normal tidak lagi sama selama home, asupan nutrisi harian harus tetap dijaga. ikuti 5 tips berikut…","ketika rutinitas normal tidak lagi sama selama home, asupan nutrisi harian harus tetap dijaga. ikuti 5 tips berikut…","rutinitas normal , asupan nutrisi harian dijaga . ikuti 5 tips …"
rt @pijiemhar: ura2 mengatakan pkp akan disambung lagi. so hari ni punya work from home 😂 https://t.co/wcx7muw3c3,ura2 mengatakan pkp akan disambung lagi. so hari ni punya 😂,ura2 mengatakan pkp akan disambung lagi. sok hari nih punya 😂,ura2 pkp disambung . sok 😂
"kelamaan work from home, kayaknya nanti pas udah mulai ngantor banyak karyawan yang ngajuin keringanan untuk nggak mandi sebelum berangkat ke kantor.","kelamaan home, kayaknya nanti pas udah mulai ngantor banyak karyawan yang ngajuin keringanan untuk nggak mandi sebelum berangkat ke kantor.","kelamaan home, kayaknya nanti pas sudah mulai ngantor banyak karyawan yang mengajukan keringanan untuk enggak mandi sebelum berangkat ke kantor.",", kayaknya pas ngantor karyawan mengajukan keringanan mandi berangkat kantor ."
"rt @telkomindonesia: salah satunya bekerja dari rumah / work from home di tengah situasi saat ini. sobat harus bisa berkomitmen, berdedikas…","salah satunya bekerja dari rumah / di tengah situasi saat ini. sobat harus bisa berkomitmen, berdedikas…","salah satunya bekerja dari rumah / di tengah situasi saat ini. sobat harus bisa berkomitmen, berdedikas…","salah satunya rumah / situasi . sobat berkomitmen , berdedikas …"
"rekomendasi gaya hijab ala citra kirana, cocok untuk 'work from home' #taucepattanpabatas . https://t.co/99tjffgyzc","rekomendasi gaya hijab ala citra kirana, cocok untuk 'work home' #taucepattanpabatas .","rekomendasi gaya hijab ala citra kirana, cocok untuk 'work home' #taucepattanpabatas .","rekomendasi gaya hijab ala citra kirana , cocok ' ' #taucepattanpabatas ."
@sxvdious aku work from home..  alhamdulillah sejak semalam tido sharp pukul 2,aku home.. alhamdulillah sejak semalam tido sharp pukul 2,aku home.. alhamdulillah sejak semalam tido sharp pukul 2,.. alhamdulillah semalam tido sharp 2
