text_asli,removed_noise,removed_alay,removed_stopwords
"rt @elisa_jkt: dki 16 maret: 
sekolah libur ✅
anjuran (seruan) work from home ✅
pembatasan kegiatan tempat publik ✅
pembatasan kegiatan kea…","dki 16 maret: sekolah libur ✅
anjuran (seruan) ✅
pembatasan kegiatan tempat publik ✅
pembatasan kegiatan kea…","dki 16 maret: sekolah libur ✅
anjuran (seruan) ✅
pembatasan kegiatan tempat publik ✅
pembatasan kegiatan kea…","dki 16 maret : sekolah libur ✅ 
 anjuran ( seruan ) ✅ 
 pembatasan kegiatan publik ✅ 
 pembatasan kegiatan kea …"
"pemerintah 
work from home
stay at home 
ga mikirin perasaan gelandangan , tuna wisma , dan homeless apa yah di suruh gtu","pemerintah home
stay at ga mikirin perasaan gelandangan , tuna wisma , dan homeless apa yah di suruh gtu","pemerintah home
stay at enggak memikirkan perasaan gelandangan , tuna wisma , dan homeless apa ya di suruh begitu","pemerintah 
 stay at memikirkan perasaan gelandangan , tuna wisma , homeless suruh"
"hujan, kita work from home aja yaaa
misale","hujan, kita aja yaaa
misale","hujan, kita saja yaaa
misale","hujan , yaaa 
 misale"
"@fauzanalfi ikut usul bayi laki2 bisa diberi nama warko firman homero (kreasi dari istilah work from home), kalau kurang panjang dan lahir tgl 1/04/2020 dan anak nomor 2 bisa diberi nama bofa amerelo warko firman homero. (rebo pahing anak nomer loro work from home).","ikut usul bayi laki2 bisa diberi nama warko firman homero (kreasi dari istilah home), kalau kurang panjang dan lahir tgl 1/04/2020 dan anak nomor 2 bisa diberi nama bofa amerelo warko firman homero. (rebo pahing anak nomer loro home).","ikut usul bayi laki-laki bisa diberi nama warko firman homero (kreasi dari istilah home), kalau kurang panjang dan lahir tanggal 1/04/2020 dan anak nomor 2 bisa diberi nama bofa amerelo warko firman homero. (rebo pahing anak nomer loro home).","usul bayi laki-laki nama warko firman homero ( kreasi istilah ) , lahir tanggal 1 / 04 / 2020 anak nomor 2 nama bofa amerelo warko firman homero . ( rebo pahing anak nomer loro ) ."
"tak ada bukti bahwa bra akan melindungimu dari efek usia, apalagi dari tekanan gravitasi. https://t.co/fw12pfv2yz","tak ada bukti bahwa bra akan melindungimu dari efek usia, apalagi dari tekanan gravitasi.","tak ada bukti bahwa bra akan melindungimu dari efek usia, apalagi dari tekanan gravitasi.","bukti bra melindungimu efek usia , tekanan gravitasi ."
"sah - stay at home lebih riil, nyata orang diam di rumah. klo wfh - work from home lebih di atas kertas, cuman teori. 😁","sah - stay at lebih riil, nyata orang diam di rumah. klo wfh - lebih di atas kertas, cuman teori. 😁","sah - stay at lebih riil, nyata orang diam di rumah. kalo wfh - lebih di atas kertas, cuman teori. 😁","sah - stay at riil , nyata orang diam rumah . wfh - kertas , cuman teori . 😁"
work from home dengan hujan sangat deras pagi-pagi seperti ini ya yahud kemulan ya hihi,dengan hujan sangat deras pagi-pagi seperti ini ya yahud kemulan ya hihi,dengan hujan sangat deras pagi-pagi seperti ini ya yahud kemulan ya hihi,hujan deras pagi-pagi yahud kemulan hihi
"ga usah pikirin yang ga harus nya di pikirin, mana lagi work from home gini, nambah2 pikiran ajeeee lu - talk to my self","ga usah pikirin yang ga harus nya di pikirin, mana lagi gini, nambah2 pikiran ajeeee lu - talk to my self","enggak usah pikirin yang enggak harus nya di pikirin, mana lagi gini, nambah2 pikiran ajeeee lu - talk tapi my self","pikirin pikirin , gini , nambah2 pikiran ajeeee - talk my self"
"rahmadhani anwar, pemilik pit-stop terapkan pit-delivery sikapi��work from home (wfh) https://t.co/dj0fdisiy2 via @portalsurya","rahmadhani anwar, pemilik pit-stop terapkan pit-delivery sikapi��work (wfh) via","rahmadhani anwar, pemilik pit-stop terapkan pit-delivery sikapi��work (wfh) via","rahmadhani anwar , pemilik pit - stop terapkan pit - delivery sikapi � � ( wfh ) via"
"@hisyamjemain @myjourney2020 @putrareformasi sblm ni mereka yg volunter nk shut down kata nak work from home la. tbe2 rasa da lama sgt nk beroperasi balik sblm tamat covid, pelik pun sbb tau plk sebelum ni tak penting","sblm ni mereka yg volunter nk shut down kata nak la. tbe2 rasa da lama sgt nk beroperasi balik sblm tamat covid, pelik pun sbb tau plk sebelum ni tak penting","sebelum nih mereka yang volunter nk shut down kata nak la. tbe2 rasa dah lama sangat nk beroperasi balik sebelum tamat covid, pelik pun sebab tau plk sebelum nih tak penting","volunter nk shut down la . tbe2 nk beroperasi tamat covid , pelik tau plk"
