"_type","category","isi","judul"
"dict","sport","Austin - MotoGP Amerika Serikat harusnya jadi kesempatan emas Valentino Rossi menyudahi puasa kemenangannya. Tapi The Doctor malah jadi runner up (lagi).Peluang Rossi menjadi juara MotoGP Amerika Serikat terbuka lebar setelah Marc Marquez mengalami kecelakaan. Ketiadaan Marquez, yang menjadi juara dalam enam tahun terakhir di Austin, harusnya melebarkan jalan Rossi meraih kemenangan.Apalagi saat Marquez mengalami crash, Rossi langsung mengambil alih status pemimpin balapan. Dia juga tak diganggu Andrea Dovizioso, yang ketika itu tengah berada di posisi empat. googletag.pubads().definePassback('/4905536/detik_desktop/sport/parallax_detail', [1, 1]).display(); Baca juga: Marquez Crash, Alex Rins Juara MotoGP AS Usai Kalahkan RossiTapi kemenangan ternyata kembali gagal didapat Rossi. Rider 40 tahun itu kalah bersaing dengan Alex Rins, yang menyentuh garis finis pertama dengan keunggulan 0,642 detik dari Rossi.Maka untuk kali kedua secara beruntun Rossi harus puas jadi runner up. Pada balapan sebelumnya di Argentina, dia juga finis kedua.Rossi belum mampu lagi menyudahi puasa kemenangan yang sudah berlangsung sangat lama. Kali terakhir dia menjadi juara adalah pada MotoGP Belanda musim 2017, nyaris dua tahun lalu.Dalam kurun tersebut Rossi tercatat empat kali jadi runner up dan lima kali finis di posisi tiga. Baca juga: Rossi Ingin Yamaha Juga Pakai Winglet Belakang Seperti Ducati (din/cas) valentino rossi motogp amerika serikat alex rins googletag.pubads().definePassback('/4905536/detik_desktop/sport/newstag', [1, 1]).display();","Dua Balapan Beruntun Runner Up, Kapan Rossi Juara Lagi?"
"dict","sport","Manchester - Manchester City menolak panik setelah Liverpool kembali ke puncak klasemen Liga Inggris. Josep Guardiola mengatakan titel juara liga masih dalam kendali City.The Citizens mesti melorot ke peringkat kedua setelah Liverpool mengalahkan Chelsea 2-0. City kini mengoleksi 83 poin hasil 33 pertandingan, berjarak dua poin dari Liverpool yang sudah 34 kali bertanding.Dengan jumlah pertandingan sisa yang lebih banyak, City memang memungkinkan akan mengungguli Liverpool di akhir musim. Akan tetapi, Si Manchester Biru memiliki tantangan yang lebih besar karena masih harus berjumpa Tottenham Hotspur (20/4/2019) dan Manchester United (24/4). googletag.cmd.push(function() { googletag.display('div-gpt-ad-1535945694694-0'); }); Baca juga: Guardiola Yakin City Bisa Lewati Jadwal Berat dan PadatSedangkan Liverpool cuma tinggal menghadapi Wolverhampton yang berada di jajaran delapan besar,. Tiga lawan lainnya 'hanya' tim-tim papan bawah seperti Cardiff City, Huddersfield Town, dan Newcastle United.Meski begitu, City tidak terpengaruh. Manajer City Guardiola yakin timnya punya mental juara untuk menjaga konsistensi.""Saya sangat gembira - setelah jumlah pertandingan yang kami punya, Premier League masih dalam genggaman kami,"" Guardiola mengatakan dikutip Mirror.Baca juga: Hasil Liga Inggris: Liverpool Hantam Chelsea dan Kembali Puncaki Klasemen""Kami harus memenangi setiap pertandingan kalau ingin juara beruntun, kami tahu kok, dan para pemain sudah memperlihatkan bahwa mereka menginginkannya. Tidak diragukan.""""Untuk bulan terakhir di Premier League kami tahu itu akan hampir mustahil-mungkin, tapi sangat sulit -- kalau kami membuang angka. Tapi kami sudah bermain dengan kepribadian luar biasa di seluruh pertandingan, termasuk Liga Champions. Kami sudah mengoleksi 183 poin dalam dua musim dan masih ada lima pertandingan sisa -- itu adalah jumlah yang sangat banyak dan memperlihatkan betapa konsistennya kami."" (rin/raw) manchester city josep guardiola liga inggris liverpool","Liverpool Puncaki Klasemen, Guardiola: Premier League Masih dalam Kendali City"
"dict","sport","Jakarta - Satu gol ke gawang Chelsea tak cuma membantu Liverpool menang, tapi juga mengantar Mohamed Salah menempel Sergio Aguero di daftar top skorer. Berikut daftarnya.Salah mencetak satu gol kala Liverpool menang 2-0 atas Chelsea di Anfield, Minggu (15/4/2019) malam WIB di lanjutan Premier League. Satu gol lain dibuat oleh Sadio Mane.Baca juga: Hasil Liga Inggris: Liverpool Hantam Chelsea dan Kembali Puncaki Klasemen googletag.cmd.push(function() { googletag.display('div-gpt-ad-1535945694694-0'); }); Satu gol dari dua pemain tersebut menambah sengit persaingan top skorer Liga Inggris. Sergio Aguero masih memimpin daftar, tapi tanpa tambahan di pekan ke-34 ini torehannya pun tertahan di angka 19.Sementara dengan satu golnya, Salah kini menyusul dengan 19 gol. Dua pemain ini menjadi semacam representasi dari Manchester City dan Liverpool di persaingan gelar liga.Salah membawa Liverpool memimpin klasemen dengan 85 poin dari 34 laga. Mereka unggul dua poin dari Aguero dkk yang baru bermain 33 kali.Baca juga: Salah: Empat Kemenangan Lagi untuk Jadi Juara Liga InggrisSelain Salah, Liverpool punya Mane yang kini sudah membikin 18 gol di liga. Mane ada di urutan tiga dan dalam kejaran sejumlah nama.Pierre-Emerick Aubameyang, Harry Kane, dan Raheem Sterling masing-masing mengumpulkan 17 gol. Praktis hanya Kane yang sudah tak bisa dianggap sebagai ancaman, karena mesti mengakhiri musim lebih cepat karena cedera.Selain itu ada pula Eden Hazard yang berpotensi menyodok ke posisi atas. Penyerang Chelsea itu sejauh ini sudah mengoleksi 16 gol, disusul Jamie Vardy dengan 15 gol.Baca juga: Liverpool Puncaki Klasemen, Guardiola: Premier League Masih dalam Kendali CityDaftar Top Skor Liga Inggris19 Gol - Sergio Aguero19 Gol - Mohamed Salah18 Gol - Sadio Mane17 Gol - Pierre-Emerick Aubameyang17 Gol - Harry Kane17 Gol - Raheem Sterling16 Gol - Eden Hazard15 Gol - Jamie Vardy (raw/rin) top skor liga inggris liga inggris mohamed salah sergio aguero sadio mane","Top Skor Liga Inggris: Mohamed Salah Susul Sergio Aguero"
"dict","sport","Frosinone - Inter Milan menuai kemenangan atas Frosinone 3-1 dalam lanjutan Liga Italia. Radja Nainggolan menyebut laga itu berjalan tak semudah yang dipikirkan orang-orang. Dalam pertandingan di Stadio Benito Stirpe, Senin (15/4/2019) dini hari WIB, Inter menang 2-1 lebih dulu. Rekening gol Inter dibuka Nainggolan dan digandakan Ivan Perisic lewat penalti.Tuan rumah membalas satu gol di babak kedua melalui Francesco Cassata. Inter menambah satu gol lagi pada injury time. Kali ini, Matias Vacino yang mencetak gol. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1535945694694-0'); }); La Beneamata menang dengan penguasaan bola mencapai 71 persen. Tim besutan Luciano Spalletti itu membuat 19 tembakan dengan enam yang tepat sasaran, sedangkan lawan membuat 14 percobaan dengan empat yang on goal. Baca juga: Spalletti : Inter Membuat Sulit Diri Mereka SendiriKendati menang dengan nyaman, namun Nainggolan bilang tiga poin dari markas Frasinone itu tak didapatkan dengan mudah. Sebab, lawan cukup agresif. ""Kami pikir pertandingan itu agak terlalu mudah, namun laga itu menjadi sulit saat kami santai. Mereka menunjukkan kerja keras, agresif, dan mereka bisa berbahaya saat kami kendur makanya kami tampil habis-habisan,"" kata Nainggolan seperti dikutip Football Italia. ""Saat kedudukan menjadi 2-1, kami tampil dengan baik untuk menguasai bola dan menambah satu gol di akhir pertandingan. Sayangnya, pemain kami banyak yang cedera,"" dia menambahkan. Baca juga: Hasil Liga Italia: Inter Taklukkan Frosinone 3-1 (fem/rin) inter milan serie a radja nainggolan","Inter Terlihat Menang Mudah, Nainggolan: Karena Kami Ngotot"
"dict","sport","Lille - Kylian Mbappe mengecam permainan Paris Saint-Germain (PSG) Kalah 1-5 dari LOSC Lille. Ia menyebut Le Parisiens tampil seperti seorang pemula.Berlaga di Stade Pierre Mauroy, Senin (15/4/2019) dini hari WIB pada pekan ke-32 Ligue 1, PSG secara mengejutkan kalah 1-5 dari Lille. Gol bunuh diri Thomas Meunier pada menit ke-7 membuka keunggulan tuan rumah.Juan Bernat sempat membuat kedudukan menjadi 1-1 empat menit berselang. Skor ini bertahan hingga turun minum. Walau PSG harus tampil dengan 10 orang pemain sejak menit ke-36 usai Bernat mendapat kartu merah. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1535945694694-0'); }); Petaka baru menghampiri skuat Thomas Tuchel di babak kedua ketika Le Douges mencetak empat gol tambahan. Gol-gol tersebut tercipta melalui Nicolas Pepe, Jonathan Bamba, Gabriel, dan Jose Fonte.Baca juga: Kembali Batal Kunci Gelar Juara, PSG Digilas Lille 1-5Kekalahan ini membuat PSG gagal memastikan gelar juara Ligue 1 kelima mereka secara beruntun pekan ini. Meski begitu, Le Parisien masih memuncaki klasemen dengan 81 angka unggul 17 angka dari Lille di peringkat kedua.Usai laga, Kylian Mbappe menyebut hasil memalukan di markas Lille adalah kesalahan dari para pemain PSG. Ia bahkan menyebut timnya tampil seperti seorang yag baru bermain sepakbola.""Kami akan tetap menjadi juara pada akhirnya tetapi ketika Anda kalah Anda harus kalah dengan cara tertentu. Anda tidak ingin kehilangan karakter dengan cara seperti ini, (kebobolan) tiga, empat dan lima gol. Itu tidak normal,"" tutur Mbappe dilansir dari Canal plus seperti dikutip dari Sportskeeda.Baca juga: Pemilik PSG Serius Ingin Beli AS Roma?""Lille adalah tim yang bagus jadi selamat untuk mereka. Mereka memiliki penggemar yang bagus, stadion yang indah, tapi kami harus bermain dengan karakter yang lebih kuat.""""Ini adalah salah satu kesalahan kami, saya pikir. Kami harus memperbaikinya dengan cepat. Tidak ada yang lain yang bisa kami lakukan kecuali hal tersebut.""""Sepakbola dimainkan di lapangan. Hari ini kami bermain seperti pemula. Kami harus mendapatkan kembali fokus, ada pertandingan pada hari Rabu, tapi saya pikir kami harus berhenti kalah seperti ini,"" ujar pemain 20 tahun ini menyimpulkan.Baca juga: Siap Hijrah ke Real Madrid, Mbappe? (din/ran) psg paris saint germain kylian mbappe lille liga prancis","Mbappe: Dipermalukan Lille 1-5, PSG Seperti Anak Baru Saja"
"dict","finance","Jakarta - Peneliti Institute for Development of Economics and Finance (INDEF) Bhima Yudhistira mengatakan bahwa jam kerja panjang bagi para pekerja dapat memicu bunuh diri. Bhima menekankan agar dalam menentukan jam kerja harus menggunakan prinsip work life balance.Bhima mengatakan hal itu bisa terjadi apabila tidak adanya jam kerja yang yang seimbang seperti prinsip work life balance maka bisa memicu perilaku negatif bahkan bunuh diri bagi pekerja. Khususnya para pekerja muda yang masih sangat mudah tertekan.""Itu bisa mendorong bunuh diri yang meningkat di usia remaja karena adanya tekanan kerja, jam kerja, dan adanya tekanan interaksi sosial berkurang sehingga memicu mereka berperilaku negatif,"" sebut Bhima saat dihubungi detikFinance, Minggu (14/4/2019). googletag.cmd.push(function() { googletag.display('div-gpt-ad-1535944306169-0'); }); Sebelumnya, CEO raksasa e-commerce China Alibaba, Jack Ma mengatakan bahwa akan menerapkan jam kerja selama 12 jam sehari untuk para karyawannya. Menurutnya, dengan jam kerja panjang tersebut karyawan bisa lebih fokus mengejar targetnya.Baca juga: Bisakah Kebijakan Kerja 12 Jam Ala Jack Ma Diterapkan di Indonesia?Namun, menurut Bhima untuk di Indonesia daripada mencontek kebijakan jam kerja panjang yang diterapkan Jack Ma, lebih baik mencari cara untuk bekerja dengan efektif dan efisien. ""Saya harapkan Indonesia jangan contek Jack Ma, tapi lebih ke kerja efektif dan efisien, karena ini modelnya sudah ekonomi milenial,"" tutup Bhima.Terlebih lagi kata Bhima, jam kerja panjang tidak cocok digunakan di Indonesia. Pasalnya kini tren ekonomi Indonesia menurut dia lebih ke arah sektor jasa yang tidak memerlukan jam kerja panjang.""Saya nggak setuju ya sama Jack Ma, apalagi kalau konteksnya kita melihat Indonesia yang mulai beralih ke sektor jasa. Kalau dengan pekerjaan (jam kerja panjang) itu kita sedang kembali di era tahun 80-an era dimana sektor manufaktur mendominasi ya itu boleh, tapi kalau level jasa sekarang harus ada penyesuaian jam kerja,"" ungkap Bhima.Baca juga: Jack Ma Minta Karyawannya Kerja 12 Jam/Hari (fdl/fdl)","Hati-hati! Jam Kerja Panjang Bisa Bikin Orang Bunuh Diri"
"dict","sport","Madrid - Toni Kroos menjadi salah satu pemain Real Madrid yang masa depannya dispekulasikan. Zinedine Zidane memang mengagumi Kroos, tapi menolak menjamin masa depannya.Setelah gagal total di 2018/19, Madrid akan melakukan perombakan skuatnya di akhir musim. Kroos dikabarkan masuk daftar jual karena Los Blancos berencana mendatangkan Paul Pogba (Manchester United) dan Christian Eriksen (Tottenham Hotspur). Pesepakbola Jerman itu masih punya sisa kontrak hingga 2022 di Santiago Bernabeu. Sejak direkrut dari Bayern Munich pada 2014, Kroos telah membuat lebih dari 200 penampilan untuk Madrid dengan sumbangan 59 assist dan 13 gol dan membantu timnya memenangi tiga gelar Liga Champions beruntun. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1535945694694-0'); }); Baca juga: Benzema Bukan Striker BiasaPesepakbola berusia 29 tahun itu sudah menepis rumor seputar masa depannya yang memanas. Namun demikian, pelatih Madrid Zidane tidak memastikan apakah Kroos akan dipertahankan atau tidak. Baca juga: Jauhkan Pogba dari Madrid, MU Akan Tawarkan Ban Kapten""Toni adalah seorang pemain kunci. Dia sudah berada di Madrid selama lima tahun dan sudah melakukan banyak hal hebat. Dia adalah pemain yang hebat yang membawa ketenangan,"" Zidane mengatakan dilansir AS. ""Saya selalu suka dia. Semua orang membicarakan tentang Toni, dan para pemain lain dalam kaitannya apakah saya menginginkan mereka atau tidak.""""Setiap pemain itu bagus dan penting. Akan ada banyak perubahan tapi tidak sekarang, di akhir musim,"" imbuh Zidane. (rin/fem) toni kroos real madrid zinedine zidane","Zidane Selalu Suka Toni Kroos, tapi..."
"dict","sport","","Gol Spektakuler Salah Jaga Asa Juara Liverpool"
"dict","sport","","MotoGP AS: Marquez Kepleset, Alex Rins Juara Usai Tikung Rossi"
"dict","finance","Jakarta - Holding Badan Usaha Milik Negara (BUMN) sedang ramai dibicarakan. Dalam proses penyelesaiannya, pemerintah menuai banyak apresiasi dan kritik.Berikut keuntungan dan kerugian dari Holding BUMN yang dirangkum oleh detikFinance.Keuntungan Holding BUMN. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1535944306169-0'); }); Dalam pengelompokan atau adanya integrasi perusahaan-perusahaan pelat merah tentunya akan menjadi kekuatan untuk meningkatkan pelayanan maupun bisnisnya.""Walaupun BUMN adalah entitas bisnis tapi dalam orientasinya itu tidak sepenuhnya untuk mencari keuntungan sebagaimana entitas bisnis swasta,"" jelas Direktur Eksekutif INDEF Eny Srihartati ketika dihubungi secara langsung oleh detikFinance, Minggu (14/4/2019).Artinya, dengan holding BUMN ini dapat meningkatkan pelayanannya terhadap masyarakat.Selain itu, tentunya dengan penyatuan ini akan memberikan kekuatan dalam struktur permodalan, aset, dan jaringan.Jika holding ini dilakukan akan mencapai efisiensi dan produktivitas setiap perusahaan yang tergabung. Namun, hal tersebut harus disesuaikan dengan konsep holding itu sendiri.Menurut Eny, untuk menyelesaikan semua aspek dalam suatu proyek harus diserahkan kepada ahli. Apabila dalam suatu proyek yang dimiliki satu holding ada pekerjaan yang tidak bisa diselesaikan, maka sebaiknya melakukan kerjasama dengan pihak lain. Contohnya, pihak swasta.Karena, jika dipaksakan proyek tersebut tak akan selesai dengan efisien. Maka diperlukannya konsolidasi.Selain itu, tentunya perusahaan pelat merah yang tergabung dalam sektor yang sama akan terhindar dari persaingan tidak sehat. Hal ini diperoleh dengan holding BUMN yang pembagiannya dalam suatu proyek akan ditangani oleh induk BUMN.Baca juga: Menteri Rini Target Bentuk 8 Holding BUMN, yang Diproses Baru 2Kerugian Holding BUMNDalam BUMN, terdapat regulasi yang harus dilaksanakan dengan birokrasi. Menurut Eny, birokrasi ini dapat mengakibatkan keterlambatan dalam memutuskan sesuatu."" Banyak yang harus direvisi terutama regulasi-regulasi fleksibilitas. Dunia usaha kan dinamikanya cepat sekali. Kalau terlalu birokratis, semua keputusan menjadi lambat. Terkendala oleh regulasi yang birokratis sekali,"" tambah Eny.Selain revisi regulasi, pemerintah juga perlu memperhatikan Undang-Undang Keuangan Negara dan isu persaingan usaha.Pengamat Hukum Korporasi Dewi Djalal mengatakan UU Keuangan Negara seakan mengunci BUMN untuk bergerak gesit dalam menghadapi perkembangan dunia usaha. Ia menyampaikan hal tersebut pada Selasa (21/11/2017).Paparan Dewi di atas sama halnya dengan revisi regulasi menurut Eny. Selain itu, Dewi menjelaskan bahwa segala keputusan yang diambil suatu holding akan berdampak kepada negara. Jika mengambil keputusan bisnis yang salah dan perusahaan merugi maka berpotensi dikategorikan dalam kerugian negara.Ancaman tersebut dapat berdampak kepada perusahaan atau holding tersebut untuk mencari aman dan menghindari risiko. Tentunya dalam berbisnis ada kemungkinan merugi.""Inilah yang membuat mereka kalah gesit dengan perusahaan swasta sehingga. Terutama saat dihadapkan pada aspek future value yang biasa dihadapi swasta namun terdengar asing di lingkungan BUMN terlebih aparat penegak hukum,"" kata Dewi.Baca juga: RI Bikin Holding BUMN (fdl/fdl) bumn holding bumn kementerian bumn","Untung Rugi RI Bikin Holding BUMN"
"dict","hot","","Meski Kewalahan, Ardina Rasti Nikmati Urus Anak"
"dict","sport","","Lille Hancurkan PSG 5-1, Pesta Juara Mbappe Cs Tertunda"
"dict","finance","Jakarta - CEO raksasa ecommerce China Alibaba, Jack Ma tak henti-hentinya menggemparkan dunia. Setelah serentetan kisah suksesnya membangun Alibaba, kini dia menggemparkan karena kebijakan jam kerja untuk para karyawannya.Salah satu orang terkaya di China ini ingin menerapkan 12 jam kerja per hari kepada para karyawannya. Dia membuat formula ""9-9-6"" maksudnya jam 9 pagi masuk kerja, pulang jam 9 malam, dalam 6 hari seminggu.Namun, salah satu pengamat menyebutkan bahwa jam kerja tersebut sebetulnya tidak cocok digunakan jaman sekarang. Terlebih lagi dengan tren ekonomi modern.Bagaimana berita selengkapnya? Simak informasi yang telah dirangkum detikFinance, klik halaman berikutnya. (ang/ang) alibaba jack ma orang terkaya china jam kerja tenaga kerja ecommerce Sebelumnya Jack Ma Minta Pegawai Kerja 12 Jam, Begini Cara Bikin Bank 1 / 4 Selanjutnya 12 Jam Kerja dengan Pola","Orang Terkaya China Mau Terapkan Kerja 12 Jam/Hari ke Pegawainya"
"dict","sport","","Kenal Lebih Dekat Dengan Eni Nuraini Si Pelatih Atletik Terbaik Asia"
"dict","hot","","Potret Slank Beraksi di Konser Putih Bersatu"
"dict","sport","","Intip Zohri Cs Fokus Latihan Start Block Jelang Kejuaraan Asia"
"dict","hot","","Potret Vanessa Angel Ikuti Penyuluhan Kanker Serviks dan Payudara di Rutan"
"dict","sport","","Helm Rodeo Marc Marquez di MotoGP Amerika Serikat"
"dict","hot","","Ini Erika Carlina yang Mulai Blak-blakan Hubungannya dengan Aldi Maldini"
"dict","hot","","OM PMR dan Indro 'Warkop' Kocok Perut Jemaah dHOT Music Mantap Memilih"
"dict","sport","","Indonesia Borong 8 Emas di Kejuaraan Karate Asia Tenggara"
