"_type","category","isi","judul"
"dict","sport","Manila - Angkat besi menyumbang medali kedua bagi Indonesia di SEA Games 2019. Lifter veteran Surahmat Wijoyo menyabet medali perunggu.Surahmat tampil di kelas 55 kg dalam pertandingan yang dilangsungkan di Ninoy Aquino Memorial Stadium, Minggu (1/12/2019). Dia menempati peringkat ketiga dengan total angkatan terbaik 250 kg. Rinciannya, 110 kg angkatan snatch dan 140 kg angkatan clean and jerkSementara medali emas direbut lifter Vietnam, Lai Gia Than dengan total angkatan 264 kg, 112 kg snatch dan 142 clean and jerk. Medali perunggu diraih lifter tuan rumah Filipina, John Fabliar Cenzia dengan total angkata 262 kg; 112 kg angkatan snatch dan 140 kg clean and jerk. #div-gpt-ad-1572510171159-0 iframe{ border: 0px; vertical-align: bottom; position: fixed !important; z-index: 1 !important; left: 0px; top: 43; right: 0; margin: auto; } googletag.cmd.push(function() { googletag.display('div-gpt-ad-1572510171159-0'); }); Baca juga: Lisa Setiawati Sumbang Medali Perak dari Angkat Besi di SEA Games 2019Surahmat kecewa dengan hasil yang diperolehnya karena merasa bisa memperoleh hasil lebih baik. Selain itu, Surahmat mengakui keputusan wasit ikut memengaruhi usai angkatannya di bobot 144 kg clean and jerk dianulir karena tangan kurang stabil.""Kecewa karena hasilnya dapat perunggu. Target saya sebenarnya kalau tidak medali perak atau emas, tetapi dapatnya perunggu sangat kecewa sekali,"" kata Surahmat, usai tampil.""Itu lagi sangat kecewa. keputusan wasit kita tak bisa ganggu gugat. tangan kirinya agak goyang dikit. Jadi belum puas sebenarnya dengan hasil ini.""Baca juga: Lisa Setiawati Raih Perak SEA Games 2019Medali perunggu ini sekaligus menandai akhir karier Surahmat di SEA Games. Surahmat saat ini sudah berusia 31 tahun.""Mungkin ini yang terakhir untuk SEA Games habis itu pensiun. Sudah tua soalnya. Paling tua sendiri saya di sini. Tapi level nasional mungkin masih main tetapi level luar negeri sudah cukup. Mau berikan kesempatan yang lain,"" sambung dia.""Ya, semoga nanti penerus saya ada dan latihannya diharapkan lebih semangat lagi sebab semakin ke sini lawan semakin kuat. Apalagi Filipina naik daun sekarang. Dulu masih jauh dari saya tahun 2017,"" dia menambahkan. Simak Video ""Timnas Angkat Besi SEA Games 2019 Siap Raih Emas"" [Gambas:Video 20detik] (mcy/rin) angkat besi surahmat wijoyo sea games 2019","Surahmat Raih Perunggu di SEA Games Terakhirnya"
"dict","finance","Jakarta - Berita terpopuler detikFinance Senin (2/12/2019) adalah blak-blakan Menteri Koperasi dan UMKM, Teten Masduki. Mantan Kepala Staf Kepresidenan itu juga dijuluki sebagai panglima domba lantaran karena keberhasilannya membina ratusan kelompok peternak domba garut.Selain soal Teten, berita terpopuler lainnya adalah tentang para pedagang yang berjualan di reuni 212 mengeluh sepinya pembeli. Salah satunya Maulana (25), pedagang kerak telur asal Pancoran, Jakarta Selatan.""Pedagang semua pada menangis, pusing semua hari ini. Nggak sesuai harapan, sepi,"" kata Maulana di Monas, Jakarta Pusat, Senin (2/12/2019).Mau tahu informasi selengkapnya? Baca 5 berita detikFinance terpopuler berikut ini: (hns/dna) teten masduki menteri koperasi dan ukm reuni 212 reuni 212 2019 Sebelumnya Ada yang Ketiban Untung di Tengah Kerumunan Reuni 212 1 / 6 Selanjutnya Panglima Domba Benahi Koperasi dan UMKM","Panglima Domba Benahi Koperasi, Curhat Pedagang di Reuni 212"
"dict","hot","Jakarta - Aktor Ario Bayu kembali didapuk dalam film drama laga garapan Skylar Pictures, 'Darah Daging'. Dalam film ini, Ario dituntut untuk memerankan karakter yang penyayang dan selalu menjadi bala bantuan untuk adik-adiknya.Untuk memperdalam karakter 'penyayangnya' ini, Ario mengaku sempat mengingat masa-masa lalunya.""Nah itu biasanya sih kalau dari segi keaktoran begitu juga sih kita mengingat-ingat masa-masa sebenernya, menimbulkan rasa itu sih,"" jelas Ario saat ditemui di XXI Epicentrum, Jakarta Selatan, Senin (2/12/2019). #div-gpt-ad-1572509506006-0 iframe{ border: 0px; vertical-align: bottom; position: fixed !important; z-index: 1 !important; left: 0px; top: 0; right: 0; margin: auto; } googletag.cmd.push(function() { googletag.display('div-gpt-ad-1572509506006-0'); }); Baca juga: Menebak Karakter Ario Bayu yang Antagonis di 'Gundala'Cara lain, Ario berusaha menginvestasikan kasihnya saat sedang melakukan syuting.Selain itu, proses reading menjadi tingkatan terpenting untuk memperdalam karakter dari seorang aktor. Atas proses tersebut, Ario merasa lebih diuntungkan.""Caranya kalau gue sih ya lo harus memanivestasikan rasa itu di saat itu juga. Memang ada tekniknya, tapi teknik keaktoran kalau gue mengelaborasikan kalau akting tuh metodologinya ABC itu rumit ya,"" jelasnya. ""Memang ada proses ya dari reading, memahami konteks, memahami visi dari film yang kita mau. Dari semua itu kita mendapatkan kejelasan tujuan kita mau ke mana. Kalau film itu tentang kasih sayang ya itu yang harus kita hadirkan,"" sambungnya lagi. Simak Video ""Hannah Al Rashid Hampir Gila Dengar Jeritan Zara JKT48"" [Gambas:Video 20detik] (pig/mau) ario bayu film darah daging Photo Gallery screenshoot-movie Aksi '5 Cowok Jagoan' Melawan Zombie screenshoot-movie Aksi '5 Cowok Jagoan' Melawan Zombie screenshoot-movie Aksi '5 Cowok Jagoan' Melawan Zombie screenshoot-movie Aksi '5 Cowok Jagoan' Melawan Zombie screenshoot-movie Aksi '5 Cowok Jagoan' Melawan Zombie screenshoot-movie Aksi '5 Cowok Jagoan' Melawan Zombie screenshoot-movie Aksi '5 Cowok Jagoan' Melawan Zombie screenshoot-movie Aksi '5 Cowok Jagoan' Melawan Zombie celeb Lebih Dekat Lagi dengan Si Cantik Valentine Payen, Istri Ario Bayu celeb Lebih Dekat Lagi dengan Si Cantik Valentine Payen, Istri Ario Bayu celeb Lebih Dekat Lagi dengan Si Cantik Valentine Payen, Istri Ario Bayu celeb Lebih Dekat Lagi dengan Si Cantik Valentine Payen, Istri Ario Bayu celeb Lebih Dekat Lagi dengan Si Cantik Valentine Payen, Istri Ario Bayu celeb Lebih Dekat Lagi dengan Si Cantik Valentine Payen, Istri Ario Bayu celeb Lebih Dekat Lagi dengan Si Cantik Valentine Payen, Istri Ario Bayu celeb Lebih Dekat Lagi dengan Si Cantik Valentine Payen, Istri Ario Bayu celeb Wajar Sih Ario Bayu Kelepek-kelepek Sama Valentine Payen celeb Wajar Sih Ario Bayu Kelepek-kelepek Sama Valentine Payen celeb Wajar Sih Ario Bayu Kelepek-kelepek Sama Valentine Payen celeb Wajar Sih Ario Bayu Kelepek-kelepek Sama Valentine Payen celeb Wajar Sih Ario Bayu Kelepek-kelepek Sama Valentine Payen celeb Wajar Sih Ario Bayu Kelepek-kelepek Sama Valentine Payen celeb Cantiknya Valentine Payen, Bule Prancis Calon Istri Ario Bayu celeb Cantiknya Valentine Payen, Bule Prancis Calon Istri Ario Bayu celeb Cantiknya Valentine Payen, Bule Prancis Calon Istri Ario Bayu celeb Cantiknya Valentine Payen, Bule Prancis Calon Istri Ario Bayu celeb Cantiknya Valentine Payen, Bule Prancis Calon Istri Ario Bayu celeb Cantiknya Valentine Payen, Bule Prancis Calon Istri Ario Bayu celeb Cantiknya Valentine Payen, Bule Prancis Calon Istri Ario Bayu celeb Cantiknya Valentine Payen, Bule Prancis Calon Istri Ario Bayu photo Ario Bayu Macho Berewokan screenshoot-movie Mengintip Adegan Maudy Koesnaedi dan Ario Bayu di ""Soekarno""","Jadi Penyayang di 'Darah Daging', Ario Bayu Teringat Kenangan Masa Lalu"
"dict","sport","Manila - Tim Indonesia merebut medali emas lagi di SEA Games 2019. Jauhari Johan yang menyumbangnya dari cabang duathlon.Dalam perlombaan di Subic Bay, Manila, Filipina, Senin (2/12/2019), Johan menjadi yang tercepat dalam dwilomba tersebut. Atlet asal Sumatera Selatan itu mencatat waktu tercepat yakni 1 jam 52 menit 51 detik,Johan mengalahkan wakil tuan rumah Delos Reyes Joey dan atlet Thailand, Srinate Nattawut, yang finis di posisi dua dan tiga. #div-gpt-ad-1572510171159-0 iframe{ border: 0px; vertical-align: bottom; position: fixed !important; z-index: 1 !important; left: 0px; top: 43; right: 0; margin: auto; } googletag.cmd.push(function() { googletag.display('div-gpt-ad-1572510171159-0'); }); Medali emas Johan menjadi yang ketiga dikumpulkan Indonesia di SEA Games 2019. Dua emas sebelumnya didapat dari polo air dan dance sport. Namun, emas dance sport tidak masuk dalam tabel medali karena cuma dianggap pertandingan ekshibisi.Ini juga sekaligus menjadi raihan medali pertama Indonesia pada hari ini. Sebelumnya Indonesia mengumpulkan 5 medali pada Minggu (1/12). Simak Video ""Kemenangan Awal Tim Sepakbola U-22 Jadi Inspirasi"" [Gambas:Video 20detik] (yna/nds) sea games sea games 2019 duathlon jauhari johan","Jauhari Johan Sumbang Emas Indonesia di SEA Games 2019"
"dict","sport","Manila - Filipina tengah bersiap untuk menghadapi badai angin Topan Kammuri yang diprediksi terjadi Senin sampai Selasa ini. Kontingen SEA Games 2019 diminta waspada.Demikian disampaikan dalam surat edaran yang diberikan oleh Koordinator Seluruh Delegasi dan Protokol kepada masing-masing NOC peserta SEA Games. Angin topan tersebut diprediksi akan mencapai beberapa kluster SEA Games 2019, yakni yang terletak di Clark dan Subic.""Dengan hormat kami memberi informasi kepada semua Komite Olimpiade Nasional bahwa topan Kammuri telah memasuki area Filipina. Angin itu diperkirakan akan mendarat di area umum Luzon Utara yang mempengaruhi sebagian besar tempat kompetisi di Clark dan cluster Subic serta desa atlet. Administrasi layanan atmosfer, geofisika, dan astronomi Filipina (PAGASA) juga telah memperingatkan bahwa topan Kammuri akan datang dengan kekuatan besar dan bisa merusak,"" tulis surat edaran tersebut. #div-gpt-ad-1572510171159-0 iframe{ border: 0px; vertical-align: bottom; position: fixed !important; z-index: 1 !important; left: 0px; top: 43; right: 0; margin: auto; } googletag.cmd.push(function() { googletag.display('div-gpt-ad-1572510171159-0'); }); ""Untuk itu, kami ingin dengan rendah hati meminta semua NOC untuk mengamankan peralatan kantor dan materi visual mereka di dalam ruangan untuk saat ini. Kami juga menyarankan semua atlet dan ofisial untuk menyimpan semua bendera nasional yang dipajang. Harap maklum,"" lanjut pernyataan tersebut.Baca juga: 7 Fakta Kekalahan Indonesia dari VietnamSementara itu, delegasi teknis cabang tenis, Susan Subakti, mengaku sudah mengatisipasi kondisi tersebut jika angin topan sampai masuk ke daerah Manila. Tenis bertanding di Muntinlupa Sport Complex, Metro Manila.""Ramalan cuaca topan semakin dekat ke Filipina dan cuaca buruk diperkirakan terjadi pada pertengahan Minggu. Karena itu, saya berencana untuk memainkan babak pertama dari dua nomor ganda putri dan ganda campuran pada Selasa (3/12) dari yang seharusnya Rabu (4/12),"" kata Susan pada Minggu (1/12/2019).""Namun ini akan dikorifmasi lagi sama nanti hari Selasa,"" ujarnya.Sementara itu, salah satu penonton SEA Games, Kevin, mengaku belum mengetahui informasi tersebut. ""Saya belum mendapat informasi soal angin topan. Tidak ada tanda-tandanya juga. Jika pun ada informasi itu biasanya ada informasi melalui pesan resmi dengan menggunakan bahasa tagaloc.""Baca juga: Solidaritas Tim Angkat Besi Indonesia di SEA Games 2019Hal senada diungkapkan petugas keamanan venue Rizal Memoriam Sport Complex, Pabol ND. Menurutnya, jika itu penting dan melibatkan masyarakat pastinya pemerintah maupun pihak keamanan akan mengumumkan bencana itu.""Angin topan sangat berbahaya tapi kami belum mendapatkan informasi apapun. Bagian keamanan biasanya akan memberitahu dan akan menyeterilkan wilayah dan membawa ke tempat aman,"" kata Pabol.""Tuhan akan selalu melindungimu. Jika Tuhan berkehendak pasti akan terjadi. Begitu pula sebaliknya, jika Tuhan tidak berkehendak tak akan ada. Dia yang memutuskan itu,"" ujarnya. Simak Video ""Kemenangan Awal Tim Sepakbola U-22 Jadi Inspirasi"" [Gambas:Video 20detik] (mcy/din) sea games 2019 sea games topan kammuri","Topan Kammuri Menuju Filipina, Kontingen SEA Games 2019 Diminta Waspada"
"dict","hot","Jakarta - Tak sedikit idola K-Pop yang diharuskan tampil sempurna setiap saat. Bahkan, mereka diharuskan melakukan diet ketat hingga operasi plastik.Idola K-Pop kerap disebut sebagai 'seni komersial' yang mengharuskan mereka untuk tampil sempurna, bahkan ketika tak sedang berada di atas panggung. Mereka memiliki standar kecantikan dan ketampanan sendiri, khususnya di bagian wajah dan tubuh.Untuk mencapai standar tersebut, tak sedikit manajemen yang meminta para idolanya untuk melakukan diet ketat. Bahkan, tak sedikit yang pada akhirnya membiarkan diri mereka kelaparan. #div-gpt-ad-1572509506006-0 iframe{ border: 0px; vertical-align: bottom; position: fixed !important; z-index: 1 !important; left: 0px; top: 0; right: 0; margin: auto; } googletag.cmd.push(function() { googletag.display('div-gpt-ad-1572509506006-0'); }); Dikutip dari Ranker, salah satu member Ladies' Code, Sojung, sebelumnya pernah melakukan diet ketat. Saking ketatnya, level hormon di tubuhnya turun hingga mencapai level hormon perempuan yang sudah menopaus.Baca juga: Lika-liku Jadi Idola K-PopSelain itu, operasi plastik juga menjadi salah satu pilihan bagi para idola untuk tampil sempurna. Dikatakan 1 dari 5 perempuan di Korea Selatan memilih untuk melakukan operasi, termasuk dengan para idola.Tak banyak idola yang secara terbuka mendiskusikan tentang operasi plastik yang mereka lakukan untuk menjaga citra mereka sebagai idola. Namun, operasi plastik menjadi pilihan karena tak sedikit talenta yang tertutup karena rupa yang dianggap kurang menarik.""Di Korea, metode daya tarik dengan fisik ini berkembang pesat. Bahkan, ini menjadi satu-satunya cara bagi sejumlah manajemen untuk memasarkan bakat para jenius musik agar bisa dilihat oleh publik,"" ujar sumber.Baca juga: Penculikan hingga Pelecehan, Perbuatan Fans Fanatik pada Idol K-Pop Simak Video ""Smartfren Gelar Konser Ulang Tahun Bertabur Bintang K-Pop"" [Gambas:Video 20detik] (dal/nu2) idola k-pop k-pop Photo Gallery kpop Sapa Fans, The Boyz: Assalamualaikum kpop Sapa Fans, The Boyz: Assalamualaikum kpop Sapa Fans, The Boyz: Assalamualaikum kpop Sapa Fans, The Boyz: Assalamualaikum kpop Sapa Fans, The Boyz: Assalamualaikum kpop Fromis_9 Cantik Banget Jelang Super K-Pop Festival Jakarta kpop Fromis_9 Cantik Banget Jelang Super K-Pop Festival Jakarta kpop Fromis_9 Cantik Banget Jelang Super K-Pop Festival Jakarta kpop Fromis_9 Cantik Banget Jelang Super K-Pop Festival Jakarta kpop Fromis_9 Cantik Banget Jelang Super K-Pop Festival Jakarta kpop Fromis_9 Cantik Banget Jelang Super K-Pop Festival Jakarta on-stage Rapper Tay-K Dihukum Penjara 55 Tahun on-stage Rapper Tay-K Dihukum Penjara 55 Tahun on-stage Rapper Tay-K Dihukum Penjara 55 Tahun on-stage Rapper Tay-K Dihukum Penjara 55 Tahun on-stage Rapper Tay-K Dihukum Penjara 55 Tahun on-stage Rapper Tay-K Dihukum Penjara 55 Tahun on-stage Rapper Tay-K Dihukum Penjara 55 Tahun celeb Jawaban Selfi Nafilah untuk Iwa K celeb Jawaban Selfi Nafilah untuk Iwa K celeb Jawaban Selfi Nafilah untuk Iwa K celeb Jawaban Selfi Nafilah untuk Iwa K celeb Jawaban Selfi Nafilah untuk Iwa K celeb Jawaban Selfi Nafilah untuk Iwa K celeb Yeppeuda! Ini Model Cilik dari Korea yang Curi Perhatian celeb Yeppeuda! Ini Model Cilik dari Korea yang Curi Perhatian celeb Yeppeuda! Ini Model Cilik dari Korea yang Curi Perhatian celeb Yeppeuda! Ini Model Cilik dari Korea yang Curi Perhatian celeb Yeppeuda! Ini Model Cilik dari Korea yang Curi Perhatian celeb Yeppeuda! Ini Model Cilik dari Korea yang Curi Perhatian celeb Yeppeuda! Ini Model Cilik dari Korea yang Curi Perhatian on-stage Iwa K Bermandikan Cahaya Lampu di Konser Batman Kasarung on-stage Iwa K Bermandikan Cahaya Lampu di Konser Batman Kasarung on-stage Iwa K Bermandikan Cahaya Lampu di Konser Batman Kasarung on-stage Iwa K Bermandikan Cahaya Lampu di Konser Batman Kasarung on-stage Iwa K Bermandikan Cahaya Lampu di Konser Batman Kasarung on-stage Iwa K Bermandikan Cahaya Lampu di Konser Batman Kasarung on-stage Iwa K Bermandikan Cahaya Lampu di Konser Batman Kasarung on-stage Iwa K Bermandikan Cahaya Lampu di Konser Batman Kasarung on-stage Iwa K Bermandikan Cahaya Lampu di Konser Batman Kasarung on-stage Tanpa Oon, Project Pop Tetap Ceria! on-stage Tanpa Oon, Project Pop Tetap Ceria! on-stage Tanpa Oon, Project Pop Tetap Ceria! on-stage Tanpa Oon, Project Pop Tetap Ceria! on-stage Tanpa Oon, Project Pop Tetap Ceria! on-stage Tanpa Oon, Project Pop Tetap Ceria! culture Saat Popeye dan Sailor Moon Bergabung, Jadi Apa? culture Saat Popeye dan Sailor Moon Bergabung, Jadi Apa? culture Saat Popeye dan Sailor Moon Bergabung, Jadi Apa? culture Saat Popeye dan Sailor Moon Bergabung, Jadi Apa? culture Saat Popeye dan Sailor Moon Bergabung, Jadi Apa? culture Saat Popeye dan Sailor Moon Bergabung, Jadi Apa? culture Saat Popeye dan Sailor Moon Bergabung, Jadi Apa? culture Saat Popeye dan Sailor Moon Bergabung, Jadi Apa? culture Saat Popeye dan Sailor Moon Bergabung, Jadi Apa? culture Saat Popeye dan Sailor Moon Bergabung, Jadi Apa? culture Saat Popeye dan Sailor Moon Bergabung, Jadi Apa? celeb Keep Smile! Pose Project Pop Bersama Istri dan Putra Alm Oon celeb Keep Smile! Pose Project Pop Bersama Istri dan Putra Alm Oon celeb Keep Smile! Pose Project Pop Bersama Istri dan Putra Alm Oon celeb Keep Smile! Pose Project Pop Bersama Istri dan Putra Alm Oon celeb Keep Smile! Pose Project Pop Bersama Istri dan Putra Alm Oon celeb 'Ingatlah Hari Ini', Jadi Pengiring Perpisahan Oon dan Project Pop celeb 'Ingatlah Hari Ini', Jadi Pengiring Perpisahan Oon dan Project Pop celeb 'Ingatlah Hari Ini', Jadi Pengiring Perpisahan Oon dan Project Pop celeb 'Ingatlah Hari Ini', Jadi Pengiring Perpisahan Oon dan Project Pop celeb 'Ingatlah Hari Ini', Jadi Pengiring Perpisahan Oon dan Project Pop celeb 'Ingatlah Hari Ini', Jadi Pengiring Perpisahan Oon dan Project Pop celeb 'Ingatlah Hari Ini', Jadi Pengiring Perpisahan Oon dan Project Pop celeb 'Ingatlah Hari Ini', Jadi Pengiring Perpisahan Oon dan Project Pop celeb 'Ingatlah Hari Ini', Jadi Pengiring Perpisahan Oon dan Project Pop photo Sambut Ultah ke-20, Project Pop Siap Gelar Konser Mini photo Sambut Ultah ke-20, Project Pop Siap Gelar Konser Mini photo Sambut Ultah ke-20, Project Pop Siap Gelar Konser Mini photo Sambut Ultah ke-20, Project Pop Siap Gelar Konser Mini photo Sambut Ultah ke-20, Project Pop Siap Gelar Konser Mini photo Sambut Ultah ke-20, Project Pop Siap Gelar Konser Mini photo Sambut Ultah ke-20, Project Pop Siap Gelar Konser Mini photo Curhat Iwa K di Kantor detikcom photo Curhat Iwa K di Kantor detikcom photo Curhat Iwa K di Kantor detikcom photo Curhat Iwa K di Kantor detikcom photo Curhat Iwa K di Kantor detikcom photo Curhat Iwa K di Kantor detikcom on-stage Aksi Project Pop Mengocok Perut Penonton di Konser Kahitna on-stage Aksi Project Pop Mengocok Perut Penonton di Konser Kahitna on-stage Aksi Project Pop Mengocok Perut Penonton di Konser Kahitna on-stage Aksi Project Pop Mengocok Perut Penonton di Konser Kahitna on-stage Aksi Project Pop Mengocok Perut Penonton di Konser Kahitna on-stage Aksi Project Pop Mengocok Perut Penonton di Konser Kahitna photo Foto-foto Pernikahan Iwa K dan Wikan photo Foto-foto Pernikahan Iwa K dan Wikan photo Foto-foto Pernikahan Iwa K dan Wikan photo Foto-foto Pernikahan Iwa K dan Wikan photo Foto-foto Pernikahan Iwa K dan Wikan photo Foto-foto Pernikahan Iwa K dan Wikan photo Bahagianya Iwa K dan Wikan Jadi Suami-istri photo Bahagianya Iwa K dan Wikan Jadi Suami-istri photo Bahagianya Iwa K dan Wikan Jadi Suami-istri photo Bahagianya Iwa K dan Wikan Jadi Suami-istri photo Bahagianya Iwa K dan Wikan Jadi Suami-istri photo Project Pop Rilis Album 'Move On Lagi' photo Project Pop Rilis Album 'Move On Lagi' photo Project Pop Rilis Album 'Move On Lagi' photo Project Pop Rilis Album 'Move On Lagi' photo Project Pop Rilis Album 'Move On Lagi' photo ""Jumping"" Bareng Crayon Pop di Asian Dream Cup Jakarta photo Ini Gaya Crayon Pop di Album Baru on-stage Icona Pop Meriahkan Henry Fonda Theatre photo Project Pop Rayakan Sweet Seventeen","Ketika Idola K-Pop Jadi 'Sempurna' dengan Oplas dan Diet Ketat"
